LoanRange,BusinessName,Address,City,State,Zip,BusinessType,JobsRetained,DateApproved,Lender
"e $150,000-350,000",GREATER GALLATIN CONTRACTORS INC,"201 MADISON AVE, STE 2A",BELGRADE,MT,59714,Subchapter S Corporation,29,04/15/2020,Glacier Bank
"e $150,000-350,000","GREATER ROCKY MOUNTAIN STONE, LLC",2887 JACKRABBIT LN Unit C,BOZEMAN,MT,59718,Limited  Liability Company(LLC),21,04/05/2020,Glacier Bank
"e $150,000-350,000","GREEN HYUNDAI, L.L.C.",2955 US Highway 93 S,KALISPELL,MT,59901,Limited  Liability Company(LLC),9,04/11/2020,D. L. Evans Bank
"e $150,000-350,000","GREEN NISSAN, L.L.C.",2915 US HIGHWAY 93 S,KALISPELL,MT,59901,Limited  Liability Company(LLC),19,04/11/2020,D. L. Evans Bank
"e $150,000-350,000","GREENSPACE LANDSCAPING, INC.",34039 FRONTAGE RD,BOZEMAN,MT,59715,Limited  Liability Company(LLC),6,04/05/2020,Glacier Bank
"e $150,000-350,000",GREYN'S FERTILIZER SUPPLY INC,154 MT Highway 221,CHOTEAU,MT,59422,Corporation,44,04/07/2020,Glacier Bank
"e $150,000-350,000","GRG LAS VEGAS, LLC",284 Flathead Avenue Suite 200,WHITEFISH,MT,59937,Limited  Liability Company(LLC),18,04/06/2020,City National Bank
"e $150,000-350,000","GRIFFITH EXCAVATING, INC.",3646 North Highway 7,BAKER,MT,59313,Corporation,12,04/05/2020,The Bank of Baker
"e $150,000-350,000",GRIZZLY DISCOVERY CENTER,201 South Canyon,WEST YELLOWSTONE,MT,59758,Professional Association,29,04/09/2020,Madison Valley Bank
"e $150,000-350,000",GRIZZLY STEEL INC,6 STILLWATER DR,WHITEHALL,MT,59759,Corporation,15,05/11/2020,Glacier Bank
"e $150,000-350,000",GRIZZLY SUBS LLC,400 Flowerree St,HELENA,MT,59601,Corporation,33,04/07/2020,First Interstate Bank
"e $150,000-350,000","GRUBER EXCAVATING, INC",32 Bitterroot Ln,CLANCY,MT,59634,Corporation,8,04/03/2020,Madison Valley Bank
"e $150,000-350,000",GRUBER MASONRY CONTRACTOR INC.,10 Haab Lane,CLANCY,MT,59634,Subchapter S Corporation,12,04/10/2020,First Interstate Bank
"e $150,000-350,000",GTM LLC,1145 CENTRAL AVE,BILLINGS,MT,59102,Partnership,25,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000","GULL BOATS AND RVS, LLC",4800 GRANT CREEK Rd,MISSOULA,MT,59808,Limited  Liability Company(LLC),27,04/06/2020,Ascent Bank
"e $150,000-350,000",GUY TABACCO CONSTRUCTION COMPANY,1400 25th Avenue NE,BLACK EAGLE,MT,59414,Corporation,22,04/10/2020,First Interstate Bank
"e $150,000-350,000","H.O.T. EXPRESS, INC.",831 CERISE RD,BILLINGS,MT,59101,Subchapter S Corporation,49,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000","HAMILTON MARKET, INC.",600 S 1st Street,HAMILTON,MT,59840,Subchapter S Corporation,35,04/09/2020,First Interstate Bank
"e $150,000-350,000",HAMMOND INC,119 WEST ALDER ST,MISSOULA,MT,59802,Corporation,24,04/03/2020,Glacier Bank
"e $150,000-350,000","HAMMOND PROPERTY MANAGEMENT, INC",50 Meadow Center Drive Ste 211,BIG SKY,MT,59716,Subchapter S Corporation,19,04/06/2020,Glacier Bank
"e $150,000-350,000","HANGING FIVE RESTURANT, INC.",2110 Harvard Ave,BUTTE,MT,59701,Corporation,29,04/04/2020,First Citizens Bank of Butte
"e $150,000-350,000",HANSEN ENTERPRISES LLC,207 2ND AVE NW,SIDNEY,MT,59270,Limited  Liability Company(LLC),26,04/14/2020,Stockman Bank of Montana
"e $150,000-350,000",HANSER SALVAGE CO,430 S Billings Blvd,BILLINGS,MT,59101,Subchapter S Corporation,24,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",HANSER TRANSMISSION & AUTOMOTIVE CO,430 S Billings Blvd,BILLINGS,MT,59101,Subchapter S Corporation,18,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",HAPPY HOMES PROPERTY MANAGMENT,4402 Blue devils way,BILLINGS,MT,59106,Sole Proprietorship,29,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000","HARBOUR HARDWOOD FLOORS, INC.",81549 GALLATIN RD,BOZEMAN,MT,59718,Subchapter S Corporation,0,04/05/2020,Glacier Bank
"e $150,000-350,000",HARDAWAY VETERINARY HOSPITAL PC,5650 JACKRABBIT LN,BELGRADE,MT,59714,Subchapter S Corporation,34,04/11/2020,First Interstate Bank
"e $150,000-350,000",HARDIN CHEVROLET,307 PARK RD,HARDIN,MT,59034,Corporation,32,04/06/2020,Little Horn State Bank
"e $150,000-350,000",HARKEN SUPPLY INC.,5253 SOUTHGATE DR,BILLINGS,MT,59101,Sole Proprietorship,18,05/03/2020,"U.S. Bank, National Association"
"e $150,000-350,000","HARPER'S BITTERROOT VALLEY TIRE CENTER, INC",4026 US Hwy 93 N,STEVENSVILLE,MT,59870,Corporation,13,04/03/2020,Farmers State Bank
"e $150,000-350,000",HARRINGTON PHYSICAL THERAPY PC,2525 COLONIAL DR STE B,HELENA,MT,59601,Subchapter S Corporation,12,04/03/2020,Glacier Bank
"e $150,000-350,000","HATCH PEDIATRICS, LLC","280 W Kagy Blvd, Suite G",BOZEMAN,MT,59715,Limited  Liability Company(LLC),15,04/11/2020,First Interstate Bank
"e $150,000-350,000","HAVRE DENTAL GROUP, INC.",424 3RD ST,HAVRE,MT,59501,Corporation,19,04/09/2020,Independence Bank
"e $150,000-350,000",HAVRE SAND & GRAVEL INC,1633 US Hwy 2 E,HAVRE,MT,59501,Corporation,16,04/11/2020,First Interstate Bank
"e $150,000-350,000","HEADFRAME SPIRITS, INC.",21 S MONTANA ST,BUTTE,MT,59701,Subchapter S Corporation,24,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",HEADMASTER LLP,625 BARNEY ST STE A,HELENA,MT,59602,Partnership,21,04/09/2020,Glacier Bank
"e $150,000-350,000","HEADWATERS ECONOMICS, INC.",270 W Kagy Suite G,BOZEMAN,MT,59715,Non-Profit Organization,10,04/15/2020,First Interstate Bank
"e $150,000-350,000","HEALTH MANAGEMENT SERVICES, LLC","1001 S. 24th St. West, Suite #311",BILLINGS,MT,59102,Limited  Liability Company(LLC),12,04/04/2020,The Yellowstone Bank
"e $150,000-350,000","HEALTHCARE PROVIDERS, INC",1900 N 1ST ST,HAMILTON,MT,59840,Corporation,17,04/03/2020,Farmers State Bank
"e $150,000-350,000",HEALTHSOURCE PARTNERS LLC,"2134 Industrial Drive, Suite B",BOZEMAN,MT,59715,Limited  Liability Company(LLC),13,04/14/2020,The Yellowstone Bank
"e $150,000-350,000","HEART OF THE VALLEY, INC.",1549 E CAMERON BRIDGE RD,BOZEMAN,MT,59718,Non-Profit Organization,25,04/05/2020,Glacier Bank
"e $150,000-350,000",HEBERLE FORD,PO BOX 5,FORSYTH,MT,59327,Subchapter S Corporation,17,04/08/2020,First State Bank of Forsyth
"e $150,000-350,000",HEDGER FRIEND P.L.L.C.,2800 CENTRAL AVE Ste C,BILLINGS,MT,59102,Limited  Liability Company(LLC),9,04/07/2020,The Yellowstone Bank
"e $150,000-350,000","HELENA APPLE, INC.",2038 OVERLAND AVE,BILLINGS,MT,59102,Subchapter S Corporation,61,04/04/2020,The Yellowstone Bank
"e $150,000-350,000",HELENA AUTO CENTER LLC,3377 US Hwy 12 E (PO BOX 6549),HELENA,MT,59604,Limited  Liability Company(LLC),36,04/14/2020,Toyota Financial Savings Bank
"e $150,000-350,000",HELENA CAKES LLC,1803 CEDAR ST,HELENA,MT,59601,Limited  Liability Company(LLC),37,04/03/2020,Glacier Bank
"e $150,000-350,000",HELENA INSULATION INC,2900 ROBERTS ST,HELENA,MT,59601,Subchapter S Corporation,47,04/09/2020,Glacier Bank
"e $150,000-350,000",HELENA OB/GYN ASSOCIATES PC,45 MEDICAL PARK DR Ste B,HELENA,MT,59601,Subchapter S Corporation,15,04/06/2020,Glacier Bank
"e $150,000-350,000",HELENA PEDIATRIC CLINIC PC,1122 N MONTANA AVE,HELENA,MT,59601,Corporation,19,04/04/2020,Glacier Bank
"e $150,000-350,000","HELP CENTER, INC.",421 E PEACH ST,BOZEMAN,MT,59715,Non-Profit Organization,40,04/15/2020,Glacier Bank
"e $150,000-350,000",HELP COMMITTEE BOYS & GIRLS CLUB OF THE HI-LINE,500 1ST AVE,HAVRE,MT,59501,Non-Profit Organization,17,04/06/2020,Independence Bank
"e $150,000-350,000","HERO AUTO, LLC",3900 Harrison Avenue,BUTTE,MT,59701,Limited  Liability Company(LLC),24,04/14/2020,First Bank & Trust
"e $150,000-350,000","HESTIA IN-HOME SUPPORT, LLC",700 SW HIGGINS AVE Suite 102,MISSOULA,MT,59803,Limited  Liability Company(LLC),36,04/14/2020,Stockman Bank of Montana
"e $150,000-350,000",HEUISER PHYSICAL THERAPY,3180 Dredge Drive,HELENA,MT,59602,Corporation,8,04/07/2020,First Interstate Bank
"e $150,000-350,000",HI COUNTRY BEEF JERKY,3911 N Lincoln Gulch RD PO Box 159,LINCOLN,MT,59639,Corporation,43,04/05/2020,Citizens Alliance Bank
"e $150,000-350,000","HI-LINE FORD, INC.",54310 HWY 2 East,GLASGOW,MT,59230,Corporation,13,04/04/2020,"Bank of Bridger, National Association"
"e $150,000-350,000",HIDDEN MEADOWS MANAGEMENT LLC,240 Hidden Meadow Ln,COLUMBIA FALLS,MT,59912,Limited  Liability Company(LLC),26,04/11/2020,D. L. Evans Bank
"e $150,000-350,000",HIGH COUNTRY CONSTRUCTION LLC,660 LODGEPOLE RD,WHITEFISH,MT,59937,Limited  Liability Company(LLC),0,04/07/2020,Glacier Bank
"e $150,000-350,000","HIGH COUNTRY PAVING, INC.",5200 THORPE ROAD,BELGRADE,MT,59714,Corporation,21,04/28/2020,Glacier Bank
"e $150,000-350,000","HIGH PLAINS MOTORS, INC.",331 Front Street,WOLF POINT,MT,59201,Corporation,17,04/06/2020,Opportunity Bank of Montana
"e $150,000-350,000","HIGHLANDS VETERINARY HOSPITAL, INC.",840 MONTANA ST,BUTTE,MT,59701,Corporation,15,04/04/2020,"First Montana Bank, Inc."
"e $150,000-350,000","HILLSBORO LAND INVESTORS, LLC",1735 South 19TH AVE Suite B,BOZEMAN,MT,59718,Limited  Liability Company(LLC),27,04/04/2020,Glacier Bank
"e $150,000-350,000",HILLTOP ESTATES LLC,7035 CANYON FERRY RD,HELENA,MT,59602,Corporation,25,04/28/2020,Glacier Bank
"e $150,000-350,000","HIS PROMISE JEREMIAH 29:11, LLC",2725 Ivy Drive,GREAT FALLS,MT,59404,Subchapter S Corporation,19,04/08/2020,Independence Bank
"e $150,000-350,000",HOLIDAY INN,1100 5TH ST S,GREAT FALLS,MT,59405,Corporation,28,04/04/2020,Stockman Bank of Montana
"e $150,000-350,000",HOLMAN AVIATION CO,1940 Airport ct,GREAT FALLS,MT,59404,Subchapter S Corporation,21,04/06/2020,First Interstate Bank
"e $150,000-350,000",HOLMES AND TURNER PC,"1283 N 14th Ave, Suite 201",BOZEMAN,MT,59715,Corporation,18,04/07/2020,First Interstate Bank
"e $150,000-350,000",HOLY SPIRIT PARISH,201 44TH ST S,GREAT FALLS,MT,59405,Non-Profit Organization,40,05/03/2020,"U.S. Bank, National Association"
"e $150,000-350,000","HOME HEALTH SERVICES, INC.",100 CONSUMER DIRECT WAY,MISSOULA,MT,59808,Corporation,16,04/28/2020,Bank of Idaho
"e $150,000-350,000","HOME TRAINING TOOLS, LTD.",665 Carbon St,BILLINGS,MT,59102,Corporation,23,04/12/2020,First Interstate Bank
"e $150,000-350,000",HOME-BASED SERVICES INITIATIVE LLP,39040 RIMROCK RD,BILLINGS,MT,59102,Limited Liability Partnership,28,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",HOMESTEAD HELICOPTERS INC,4198 CORPORATE WAY STE 7,MISSOULA,MT,59808,Corporation,10,04/11/2020,Glacier Bank
"e $150,000-350,000","HOMETOWN HEATING & COOLING, INC.",14 High K Street,BELGRADE,MT,59714,Subchapter S Corporation,22,04/05/2020,Glacier Bank
"e $150,000-350,000","HOMEWORD, INC.",1535 LIBERTY LN,MISSOULA,MT,59808,Corporation,13,04/04/2020,Glacier Bank
"e $150,000-350,000","HONCOOP CONSULTING, INC.",5214 LAUREL ROAD,BILLINGS,MT,59101,Corporation,11,04/03/2020,Glacier Bank
"e $150,000-350,000",HOSPICE OF MONTANA LLC,3737 GRAND AVE,BILLINGS,MT,59102,Subchapter S Corporation,30,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",HOT SPRINGS TELEPHONE COMPANY,213 Main Street,HOT SPRINGS,MT,59845,Corporation,11,04/27/2020,Valley Bank of Ronan
"e $150,000-350,000","HOTEL, INC",835 Great Northern Blvd,HELENA,MT,59601,Corporation,15,04/08/2020,First Interstate Bank
"e $150,000-350,000","HOUSE OF CLEAN, INC",322 GALLATIN PARK DR,BOZEMAN,MT,59715,Subchapter S Corporation,30,04/11/2020,Glacier Bank
"e $150,000-350,000","HOUSER'S WATER TREATMENT, INC",15 SHAWNEE WAY,BOZEMAN,MT,59715,Subchapter S Corporation,17,04/15/2020,Glacier Bank
"e $150,000-350,000",HOYT HOMES INC,2265 SOUTH 3RD ST,MISSOULA,MT,59801,Corporation,10,04/03/2020,Glacier Bank
"e $150,000-350,000",HRS,601 N MERIDIAN RD,KALISPELL,MT,59901,Corporation,31,04/28/2020,First Interstate Bank
"e $150,000-350,000","HUBLEY PHILLIPS & WILLIAMS, PLLP",1247 Stoneridge Dr.,BOZEMAN,MT,59718,Partnership,14,04/10/2020,Stockman Bank of Montana
"e $150,000-350,000","HUCKLEBERRY EXPRESS, INC.",1343 SUMMERDALE RD,CORVALLIS,MT,59828,Corporation,7,04/14/2020,First Western Bank & Trust
"e $150,000-350,000",HUGHES MASONRLY INC.,830 Painted Canyon Drive,BOZEMAN,MT,59718,Subchapter S Corporation,12,04/13/2020,First Interstate Bank
"e $150,000-350,000","HUHOT MONGOLIAN GRILLS, LLC",223 E MAIN ST,MISSOULA,MT,59802,Limited  Liability Company(LLC),20,04/15/2020,TrailWest Bank
"e $150,000-350,000",HUNTER BAY LLLP,11300 US HIGHWAY 93 S,LOLO,MT,59847,Limited Liability Partnership,16,04/03/2020,Glacier Bank
"e $150,000-350,000",HUNTING SHACK INC,4406 RATHBUN LN,STEVENSVILLE,MT,59870,Corporation,16,04/04/2020,Rocky Mountain Bank
"e $150,000-350,000",HYALITE ENGINEERS PLLC,2304 N 7th Ave. Suite L,BOZEMAN,MT,59715,Corporation,13,04/11/2020,First Interstate Bank
"e $150,000-350,000","HYDRO SOLUTIONS, INC.",303 Clarke Street,HELENA,MT,59601,Corporation,9,04/08/2020,First Interstate Bank
"e $150,000-350,000","IDDIGITAL, INC.",3031 Grand Ave #192,BILLINGS,MT,59102,Corporation,13,04/09/2020,First Interstate Bank
"e $150,000-350,000",IDEAL MANUFACTURING INC,2011 HARNISH BLVD,BILLINGS,MT,59101,Corporation,36,04/06/2020,Glacier Bank
"e $150,000-350,000",INDHEMP LLC,1288 MT Hwy 80,FORT BENTON,MT,59442,Limited  Liability Company(LLC),12,04/30/2020,Bank of the West
"e $150,000-350,000",INDUSTRIAL COMMUNICATIONS & EL,201 Erie Drive,BILLINGS,MT,59101,Corporation,12,04/08/2020,Stockman Bank of Montana
"e $150,000-350,000",INDUSTRIAL ENGINE SERVICE CO.,2515 W Towne St,GLENDIVE,MT,59330,Subchapter S Corporation,22,04/03/2020,American Bank Center
"e $150,000-350,000","INDUSTRIAL SYSTEMS CONSULTING, LLC",6871 King Ave.,BILLINGS,MT,59106,Subchapter S Corporation,10,04/28/2020,First Interstate Bank
"e $150,000-350,000",INGRAHAM ENVIRONMENTAL INCORPORATED,606 Utah Avenue,BUTTE,MT,59703,Corporation,7,04/05/2020,Stockman Bank of Montana
"e $150,000-350,000","INNOVATIVE PANEL, LP",165 Commons Loop Ste D,KALISPELL,MT,59901,Partnership,34,04/27/2020,"Bank of America, National Association"
"e $150,000-350,000",INNSPACE PROJECTS LP,165 Commons Loop,KALISPELL,MT,59901,Partnership,19,04/12/2020,First Interstate Bank
"e $150,000-350,000","INTERCITY RADIOLOGY, P.C.",1283 N 14TH AVE STE202,BOZEMAN,MT,59715,Corporation,21,04/06/2020,Glacier Bank
"e $150,000-350,000",INTERMOUNTAIN CONSTRUCTION SERVICES LLC,2825 Lexington Ave,BUTTE,MT,59701,Limited  Liability Company(LLC),10,04/08/2020,First Citizens Bank of Butte
"e $150,000-350,000",INTERMOUNTAIN HEATING & AIR CONDITIONING INC,1751 E LYNDALE AVE,HELENA,MT,59601,Subchapter S Corporation,19,04/03/2020,Glacier Bank
"e $150,000-350,000","INTERWEST MONTANA, LLC",523 Business Hub Drive,BELGRADE,MT,59714,Limited  Liability Company(LLC),18,04/04/2020,Stockman Bank of Montana
"e $150,000-350,000",IRON HORSE BREW PUB INC.,501 N HIGGINS,MISSOULA,MT,59802,Corporation,57,04/03/2020,Glacier Bank
"e $150,000-350,000","IRONHAUS, INC",113 Lewis Ln,HAMILTON,MT,59840,Corporation,21,04/04/2020,Farmers State Bank
"e $150,000-350,000",IRONWOOD MANUFACTURING INC,1700 TURNER ST,MISSOULA,MT,59802,Corporation,24,04/07/2020,TrailWest Bank
"e $150,000-350,000",ISLAND-WEST INVESTMENT CORP,301 S Logan Ave,TERRY,MT,59349,Corporation,19,04/10/2020,First Interstate Bank
"e $150,000-350,000",ITC GRAIN INTERNATIONAL INC,300 CENTRAL AVE 7TH FLOOR,GREAT FALLS,MT,59401,Corporation,15,04/28/2020,First International Bank & Trust
"e $150,000-350,000",IZAAK WALTON INN INC.,290 IZAAK WALTON INN RD,ESSEX,MT,59916,Corporation,0,04/15/2020,Glacier Bank
"e $150,000-350,000",J & D TRUCK REPAIR INC,789 Carter Dr,HELENA,MT,59602,Corporation,14,04/10/2020,Glacier Bank
"e $150,000-350,000","J & J EXCAVATING AND TRUCKING, INC.",PO BOX 1068,HAMILTON,MT,59840,Corporation,20,04/06/2020,Farmers State Bank
"e $150,000-350,000","J & M ELECTRIC, INC",2221 LIVINGSTON AVE,MISSOULA,MT,59801,Corporation,12,04/08/2020,Farmers State Bank
"e $150,000-350,000","J E SOARES, INC",7093 DRY CREEK RD,BELGRADE,MT,59714,Subchapter S Corporation,23,04/04/2020,Stockman Bank of Montana
"e $150,000-350,000","J S Z, INC.",3429 Transtech Way,BILLINGS,MT,59102,Subchapter S Corporation,52,04/14/2020,First Interstate Bank
"e $150,000-350,000",J&R PLANING LLC,3280 RASER DR,MISSOULA,MT,59808,Limited  Liability Company(LLC),28,04/06/2020,Farmers State Bank
"e $150,000-350,000",J&V RESTAURANT SUPPLY & REFRIG,544 E Mendenhall,BOZEMAN,MT,59715,Subchapter S Corporation,30,04/03/2020,The Yellowstone Bank
"e $150,000-350,000","J.B.'S TIRE, INC",PO BOX 744,LIBBY,MT,59923,Subchapter S Corporation,0,04/06/2020,Glacier Bank
"e $150,000-350,000",J4K CORPORATION,40 W LAWRENCE STE E,HELENA,MT,59601,Corporation,30,04/09/2020,First Interstate Bank
"e $150,000-350,000",JACK'S BODY SHOP,700 N 7TH ST,MILES CITY,MT,59301,Corporation,16,04/08/2020,Stockman Bank of Montana
"e $150,000-350,000",JACKSON UTILITIES LLC,2650 West GRAF ST,BOZEMAN,MT,59718,Limited  Liability Company(LLC),12,04/13/2020,Stockman Bank of Montana
"e $150,000-350,000","JACKSON, MURDO, GRANT, P.C.",203 N Ewing,HELENA,MT,59601,Subchapter S Corporation,25,04/08/2020,First Interstate Bank
"e $150,000-350,000","JACOBSON ELECTRICAL CONTRACTING, INC.",1520 South Reserve St.,MISSOULA,MT,59801,Corporation,28,04/09/2020,First Interstate Bank
"e $150,000-350,000",JADE GARDEN INC,3128 N MONTANA AVE,HELENA,MT,59602,Subchapter S Corporation,40,04/09/2020,Glacier Bank
"e $150,000-350,000",JAKE'S OF BILLINGS INC.,2425 Gabel Road,BILLINGS,MT,59102,Subchapter S Corporation,66,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000","JAKERS OF MISSOULA, INC.",3515 BROOKS ST,MISSOULA,MT,59801,Subchapter S Corporation,49,04/03/2020,Glacier Bank
"e $150,000-350,000","JAKES RESTAURANT AND GOOD TIMES BAR, INC",1500 10TH AVE,GREAT FALLS,MT,59405,Subchapter S Corporation,54,04/03/2020,Glacier Bank
"e $150,000-350,000",JAMES TALCOTT CONSTRUCTION INC,PO Box 2493,GREAT FALLS,MT,59403,Subchapter S Corporation,21,04/28/2020,Riverview Bank
"e $150,000-350,000","JANCES BODY SHOP, INC.",2988 US HIGHWAY 93 S,KALISPELL,MT,59901,Subchapter S Corporation,29,04/07/2020,"First Montana Bank, Inc."
"e $150,000-350,000","JARDINE, STEPHENSON, BLEWETT & WEAVER, P.C.",300 Central Avenue,GREAT FALLS,MT,59401,Corporation,13,04/28/2020,"U.S. Bank, National Association"
"e $150,000-350,000",JAY FORTUNE CONSTRUCTION,3919 Wynne Ave.,BUTTE,MT,59701,Corporation,18,04/07/2020,"Bank of Bridger, National Association"
"e $150,000-350,000","JBN, LLC",2901 Brooks STE G,MISSOULA,MT,59801,Limited  Liability Company(LLC),48,04/03/2020,Glacier Bank
"e $150,000-350,000",JC RANCHES,PO BOX 30112,BILLINGS,MT,59107,Subchapter S Corporation,15,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",JCG LLC,4939 US Hwy 237,ENNIS,MT,59729,Limited  Liability Company(LLC),40,04/04/2020,Madison Valley Bank
"e $150,000-350,000",JDM CONSTRUCTION SERVICES COMPANY,5610 Interstate Ave,BILLINGS,MT,59101,Subchapter S Corporation,100,05/03/2020,"Zions Bank, A Division of"
"e $150,000-350,000",JERRY BREEN,505 MAIN AVE,CHOTEAU,MT,59422,Sole Proprietorship,19,04/04/2020,Glacier Bank
"e $150,000-350,000",JERRYS ENTERPRISES INC,131 Dunraven,WEST YELLOWSTONE,MT,59758,Corporation,20,04/11/2020,Glacier Bank
"e $150,000-350,000","JESCO MARINE & POWER SPORTS, LLC",568 FIR TER,KALISPELL,MT,59901,Limited  Liability Company(LLC),25,04/05/2020,Glacier Bank
"e $150,000-350,000",JIMMY AND TIFFANY CORPORATION,2640 N RESERVE ST,MISSOULA,MT,59808,Corporation,19,04/30/2020,Glacier Bank
"e $150,000-350,000","JJM/JP, LLC",1595 GRAND AVE SUITE 210,BILLINGS,MT,59102,Partnership,56,04/03/2020,Glacier Bank
"e $150,000-350,000","JMH, INC",1250 PROSPECT AVE,HELENA,MT,59601,Corporation,26,04/04/2020,Opportunity Bank of Montana
"e $150,000-350,000",JNJ INC.,3225 Annie St.,BOZEMAN,MT,59718,Corporation,65,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",JOB CONNECTION  INC.,2070 Overland Avenue  Suite 101,BILLINGS,MT,59102,Non-Profit Organization,37,04/15/2020,First Interstate Bank
"e $150,000-350,000",JOHN'S HOME AND YARD SERVICE LLC,621 Charles St,BILLINGS,MT,59101,Limited  Liability Company(LLC),32,04/11/2020,First Interstate Bank
"e $150,000-350,000",JOHNSON DISTRIBUTING,1021 3rd Street NW,GREAT FALLS,MT,59404,Corporation,13,04/10/2020,First Interstate Bank
"e $150,000-350,000",JONES CONSTRUCTION  INC,123 Regal Street,BILLINGS,MT,59101,Subchapter S Corporation,15,04/28/2020,First Interstate Bank
"e $150,000-350,000","JONES PAINTING, INC.",220 FLYS CROSSING RD,MANHATTAN,MT,59741,Subchapter S Corporation,48,04/04/2020,Opportunity Bank of Montana
"e $150,000-350,000","JORDAHL & SLITER, PLLC",2 Sunset Plaza,KALISPELL,MT,59901,Limited Liability Partnership,16,04/06/2020,Three Rivers Bank of Montana
"e $150,000-350,000",JOURNEY EVANGELICAL CHURCH OF THE EVANGELICAL CHURCH,1794 BAXTER LN EAST,BOZEMAN,MT,59718,Non-Profit Organization,36,04/05/2020,Glacier Bank
"e $150,000-350,000",JT MOTORS INC,2520 St Charles,FORT BENTON,MT,59442,Subchapter S Corporation,19,04/15/2020,"U.S. Bank, National Association"
"e $150,000-350,000","JUDITH P. GREGORY, LLC",1445 A North Broadway,RED LODGE,MT,59068,Corporation,45,04/03/2020,The Yellowstone Bank
"e $150,000-350,000",JUNHAO LLC,2790 N. Washington,HELENA,MT,59601,Corporation,30,04/06/2020,Ascent Bank
"e $150,000-350,000",JURO'S MEDICAL INC,2043 Grand Avenue,BILLINGS,MT,59102,Subchapter S Corporation,20,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",JWT HOSPITALITY GROUP BILLINGS LLC,1276 N 15TH AVE,BOZEMAN,MT,59715,Employee Stock Ownership Plan(ESOP),48,04/04/2020,Glacier Bank
"e $150,000-350,000",K J J R,2432 E US HIGHWAY 2,KALISPELL,MT,59901,Corporation,0,04/15/2020,Glacier Bank
"e $150,000-350,000","KALISPELL APPLE, INC.",2038 OVERLAND AVE,BILLINGS,MT,59102,Subchapter S Corporation,38,04/04/2020,The Yellowstone Bank
"e $150,000-350,000","KALISPELL DAVE'S, INC.",2038 OVERLAND AVE,BILLINGS,MT,59102,Subchapter S Corporation,42,04/04/2020,The Yellowstone Bank
"e $150,000-350,000","KALISPELL ELECTRIC, INC.",205 S COMPLEX DR,KALISPELL,MT,59901,Corporation,14,04/04/2020,Glacier Bank
"e $150,000-350,000",KALISPELL GOLF ASSOCIATION,1176 N MAIN ST,KALISPELL,MT,59903,Professional Association,0,04/09/2020,Glacier Bank
